id_exposure,id_outcome,outcome,exposure,method,nsnp,b,se,pval
met-a-325,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-a-325,Weighted median,3,-2.0420663823923104,3.283956352572,0.534052895851197
met-d-Creatinine,ieu-b-18,multiple sclerosis || id:ieu-b-18,Creatinine || id:met-d-Creatinine,Simple mode,55,-0.172944527612525,0.27804003860465104,0.536550845909935
met-c-938,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-c-938,Simple mode,3,-0.148212938610809,0.202352198911285,0.540101314683132
met-a-652,ieu-b-18,multiple sclerosis || id:ieu-b-18,Isovalerylcarnitine || id:met-a-652,Inverse variance weighted,3,0.294661929332424,0.488501611020006,0.546378701110476
met-d-Gly,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glycine || id:met-d-Gly,Inverse variance weighted,33,0.044543430685295995,0.0750491670124327,0.55283098183328
met-a-316,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Uridine || id:met-a-316,MR Egger,3,-11.0687895669384,13.1017827776495,0.5534205184981321
met-c-850,ieu-b-18,multiple sclerosis || id:ieu-b-18,Creatinine || id:met-c-850,MR Egger,4,-0.762355959716562,1.09550826293196,0.558487438168114
met-a-753,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Cis-4-decenoyl carnitine || id:met-a-753,Inverse variance weighted,2,-0.44988624962374396,0.7771738910953621,0.562673768909057
met-d-Ala,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-d-Ala,Weighted median,25,0.0814607523953219,0.142031682411144,0.5662795942410209
met-c-860,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-c-860,Inverse variance weighted,5,0.206478075189772,0.362312561432878,0.568752739200641
met-c-849,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-c-849,MR Egger,5,1.2008340786690501,1.8885363918975402,0.570060651808056
met-c-860,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-c-860,Simple mode,5,0.286281119762378,0.466440247562654,0.5725624577975171
met-d-Citrate,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-d-Citrate,Weighted mode,31,-0.16136229308799901,0.290004856606076,0.582056012882312
met-c-938,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-c-938,MR Egger,4,0.316087345849946,0.48611894456733795,0.5822597795967249
met-c-940,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Valine || id:met-c-940,Simple mode,5,0.229126501126445,0.38804433201715605,0.5866253944634979
met-a-341,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-a-341,Inverse variance weighted,6,1.32576294623671,2.46036891324,0.589992279137498
met-d-Gln,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-d-Gln,Weighted mode,40,0.10859303967827902,0.20020180425335699,0.590616953338925
met-d-Creatinine,ieu-b-18,multiple sclerosis || id:ieu-b-18,Creatinine || id:met-d-Creatinine,Weighted median,55,-0.0744584952429751,0.138904231442836,0.591929557437694
met-a-379,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Carnitine || id:met-a-379,Weighted median,17,-1.28795945687241,2.41142321980531,0.593267095240232
met-d-Citrate,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-d-Citrate,MR Egger,31,-0.255876713777508,0.477387190911859,0.5960502380039411
met-c-840,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-c-840,Weighted mode,4,-0.0829768346748133,0.14157871448288198,0.5989974693523801
met-c-938,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-c-938,MR Egger,3,-0.551091216755895,0.758309162480782,0.599919036167696
met-a-341,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-a-341,Weighted median,6,0.40905191671792,0.7802406236360309,0.6000950692161451
met-d-Citrate,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-d-Citrate,Simple mode,31,-0.254917692052954,0.48267297610662696,0.601289170517599
met-d-Tyr,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-d-Tyr,Weighted median,31,0.12854424824803398,0.251803287232096,0.609704913741655
met-c-894,ieu-b-18,multiple sclerosis || id:ieu-b-18,Lactate || id:met-c-894,Inverse variance weighted,2,-0.10891432329205802,0.21365337050843802,0.6102118033288549
met-d-Citrate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-d-Citrate,Weighted median,26,0.05341734054158499,0.105101549550465,0.611281512778028
met-d-His,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Histidine || id:met-d-His,Simple mode,15,0.31461730562247103,0.6162751727940761,0.617645563561634
met-d-Gln,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-d-Gln,Weighted median,40,0.101857862717319,0.20703300882802397,0.6227274621521
met-c-860,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-c-860,Weighted mode,5,0.137380200875991,0.25943330949440097,0.624458294384871
met-a-341,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-a-341,Simple mode,6,0.6203038659393051,1.1960622585666498,0.626151527710901
met-d-Gln,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glutamine || id:met-d-Gln,Weighted mode,30,-0.0363201474643371,0.0741751752586639,0.6280626395050289
met-d-Citrate,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-d-Citrate,Inverse variance weighted,31,0.11646149709970698,0.241603196980124,0.6297802009358671
met-d-Gln,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glutamine || id:met-d-Gln,MR Egger,30,-0.0574186031413848,0.11918962095397999,0.6337335409090871
met-d-Gly,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glycine || id:met-d-Gly,Weighted median,33,0.0167279654232861,0.0357319594147856,0.639676352252072
met-c-860,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-c-860,Weighted median,5,0.11824761230341198,0.25313638079456197,0.640406830011804
met-a-341,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-a-341,Weighted mode,6,0.600720644917619,1.2178683726331798,0.642730463537272
met-d-Val,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Valine || id:met-d-Val,Simple mode,19,-0.235560467797024,0.503077836104216,0.645234024961776
met-c-849,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-c-849,Weighted median,5,-0.13474323890222098,0.293602532861723,0.64628387573203
met-d-Gly,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glycine || id:met-d-Gly,Simple mode,33,-0.0873296307346605,0.191246456147626,0.6510186900543
met-a-341,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-a-341,Inverse variance weighted,6,-0.27058795135328,0.6085548225810831,0.656579775442794
met-a-467,ieu-b-18,multiple sclerosis || id:ieu-b-18,Hexanoylcarnitine || id:met-a-467,Simple mode,3,0.19082370611284902,0.369783986117705,0.6572119395991121
met-a-356,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrulline || id:met-a-356,Weighted mode,3,0.9758193825436141,1.9430434849123899,0.665356932307349
met-a-304,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tryptophan || id:met-a-304,Weighted mode,17,-0.896993580314154,2.0378996185077503,0.665712299828266
met-a-573,ieu-b-18,multiple sclerosis || id:ieu-b-18,Isobutyrylcarnitine || id:met-a-573,Inverse variance weighted,2,-0.19183073173048398,0.44652113076718203,0.667478076428115
met-c-840,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-c-840,Simple mode,4,-0.0786119710475951,0.16600222349756102,0.668142548915827
met-a-325,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-a-325,MR Egger,3,-11.350357084251002,19.9735174047752,0.6710190690244849
met-d-Lactate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Lactate || id:met-d-Lactate,Weighted mode,8,-0.161486844315203,0.36735165741022796,0.673480290567788
met-c-860,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glutamine || id:met-c-860,Inverse variance weighted,5,-0.0428006463467221,0.102994819588629,0.6777311552518139
met-a-652,ieu-b-18,multiple sclerosis || id:ieu-b-18,Isovalerylcarnitine || id:met-a-652,Simple mode,3,-0.321908581108373,0.67377971265149,0.679939764575778
met-a-656,ieu-b-18,multiple sclerosis || id:ieu-b-18,"Bradykinin, des-arg(9) || id:met-a-656",MR Egger,3,0.128839114560867,0.24943652040926104,0.6964745813995
met-c-849,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-c-849,Simple mode,5,-0.163228785685423,0.389970661168873,0.6970296896931429
met-d-Creatinine,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Creatinine || id:met-d-Creatinine,Weighted mode,68,0.171919792964083,0.45173605772926895,0.704722036477735
met-a-325,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-a-325,MR Egger,3,-18.1557839346984,37.9841180814767,0.7161440801725749
met-a-573,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Isobutyrylcarnitine || id:met-a-573,Inverse variance weighted,3,-0.2483610628263,0.685607282738655,0.717165409628606
met-d-Val,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Valine || id:met-d-Val,Weighted median,19,-0.120675882829547,0.33427914276988396,0.7180969596470359
met-c-940,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Valine || id:met-c-940,Weighted mode,5,0.128248488110982,0.337875385676067,0.723553740256922
met-d-Creatinine,ieu-b-18,multiple sclerosis || id:ieu-b-18,Creatinine || id:met-d-Creatinine,Weighted mode,55,-0.0773167853331671,0.21889136070342605,0.7252987942009309
met-d-Tyr,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-d-Tyr,MR Egger,23,0.16602313050704,0.466578730537486,0.725516802024924
met-d-His,ieu-b-18,multiple sclerosis || id:ieu-b-18,Histidine || id:met-d-His,Inverse variance weighted,11,0.0514729098155044,0.14714832666067001,0.7264866305563941
met-c-840,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-c-840,MR Egger,6,-0.400322389199717,1.07047950654469,0.7274084686674079
met-d-Tyr,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-d-Tyr,Simple mode,23,-0.0703373346387117,0.19975261799136898,0.7280972748395529
met-a-379,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Carnitine || id:met-a-379,Weighted mode,17,-0.9557247136926891,2.7470096305826903,0.732439387672102
met-c-840,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-c-840,MR Egger,4,-0.30488684388573806,0.784352502369417,0.734968534766088
met-d-His,ieu-b-18,multiple sclerosis || id:ieu-b-18,Histidine || id:met-d-His,Weighted median,11,-0.0624838954545451,0.185196131884338,0.735820591917787
met-d-His,ieu-b-18,multiple sclerosis || id:ieu-b-18,Histidine || id:met-d-His,Weighted mode,11,0.0802638360816281,0.239863011877799,0.74482162382444
met-d-Creatinine,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Creatinine || id:met-d-Creatinine,Weighted median,68,0.0985736654612616,0.313087806779209,0.752880470756028
met-d-Lactate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Lactate || id:met-d-Lactate,Inverse variance weighted,8,0.135667379880853,0.43558624963811504,0.755451493953505
met-d-Lactate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Lactate || id:met-d-Lactate,Simple mode,8,-0.161486844315203,0.505631871524706,0.7587612196398871
met-d-Gly,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glycine || id:met-d-Gly,Simple mode,43,-0.12951542990777698,0.42784008068491897,0.7635980820019029
met-d-Ala,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-d-Ala,Weighted mode,32,-0.124409104805931,0.41082941897722497,0.76404660634423
met-a-304,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tryptophan || id:met-a-304,Simple mode,17,-0.6749524097592691,2.2456624038721,0.767621587847771
met-a-360,ieu-b-18,multiple sclerosis || id:ieu-b-18,Gamma-glutamyltyrosine || id:met-a-360,Inverse variance weighted,3,-0.27987049910464695,1.00565498823409,0.780784582757739
met-d-Val,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Valine || id:met-d-Val,Weighted mode,19,-0.0936074405158798,0.33201427630310404,0.7812069981757571
met-c-938,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-c-938,Inverse variance weighted,3,-0.0398228106422498,0.144713910620504,0.7831756333276759
met-d-Gln,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-d-Gln,Simple mode,40,0.128393546247309,0.469731435579546,0.7860388401609909
met-c-849,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-c-849,Weighted mode,5,-0.10331058224416301,0.36261727042928493,0.789861083593188
met-a-356,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrulline || id:met-a-356,MR Egger,3,-33.7883749531197,99.0614718932769,0.79073627485128
met-d-Ala,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-d-Ala,Inverse variance weighted,25,0.0327889339943394,0.124538989587558,0.792332862654639
met-c-849,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-c-849,Weighted mode,4,0.0392462033458595,0.140493187930306,0.798130927168196
met-a-467,ieu-b-18,multiple sclerosis || id:ieu-b-18,Hexanoylcarnitine || id:met-a-467,MR Egger,3,0.18251052825506103,0.5707610993079151,0.802971581731674
met-a-360,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Gamma-glutamyltyrosine || id:met-a-360,Simple mode,5,1.03468756788422,3.8828108733730002,0.8030433746023821
met-c-894,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Lactate || id:met-c-894,Inverse variance weighted,2,0.14483943027733498,0.604394029775384,0.810606216263445
met-c-849,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-c-849,Weighted median,4,0.0271867393086259,0.114584847923355,0.8124528013388871
met-a-360,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Gamma-glutamyltyrosine || id:met-a-360,Weighted mode,5,1.03468756788422,4.13291679321233,0.8146474368094531
met-c-849,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-c-849,Inverse variance weighted,4,-0.0232926185333366,0.101042013160416,0.817684543327454
met-a-469,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-a-469,Inverse variance weighted,2,-0.657759427273598,2.86950880806202,0.818695052693333
met-a-469,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-a-469,Inverse variance weighted,2,-0.657759427273598,2.86950880806202,0.818695052693333
met-d-Gly,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glycine || id:met-d-Gly,Weighted mode,33,0.0075463618525972,0.0335802687953241,0.823621232912006
met-a-467,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Hexanoylcarnitine || id:met-a-467,Inverse variance weighted,4,-0.13875590685997502,0.640135528323112,0.8283952282164441
met-d-Citrate,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-d-Citrate,Weighted median,31,-0.0597463557156906,0.28312679828591103,0.8328690777659191
met-c-840,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-c-840,Weighted median,6,-0.0651240262193547,0.312043331973438,0.8346809819514158
met-c-840,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-c-840,Simple mode,6,-0.0914429251528502,0.42188533878463996,0.8369707416890791
met-c-850,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Creatinine || id:met-c-850,Weighted mode,6,-0.0972928367590589,0.45174289987416105,0.8379868035505369
met-c-840,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-c-840,Weighted mode,6,-0.0876129136718011,0.408366456609921,0.8385978113067192
met-a-573,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Isobutyrylcarnitine || id:met-a-573,Weighted median,3,-0.149325039593414,0.7401860855789191,0.840120096998704
met-d-Val,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Valine || id:met-d-Val,Inverse variance weighted,19,-0.0461959447399673,0.234895351883162,0.844088866966973
met-c-840,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-c-840,Inverse variance weighted,6,0.0454683795007012,0.256138194489381,0.8591038597980942
met-a-341,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-a-341,Weighted median,6,0.412954316972039,2.3324345041865002,0.8594701972573889
met-d-Gln,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glutamine || id:met-d-Gln,Inverse variance weighted,30,0.014065673380328,0.0809578168683659,0.8620691955217191
met-a-325,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-a-325,Inverse variance weighted,3,-0.497873537945645,2.9100356372628395,0.864154203669468
met-d-Ala,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-d-Ala,Weighted median,32,-0.0555775447250024,0.326428069415116,0.864805904276929
met-d-Ala,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-d-Ala,Simple mode,25,0.0380479659848962,0.22450894246223002,0.8668458033451709
met-a-652,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Isovalerylcarnitine || id:met-a-652,MR Egger,3,-2.49134063455118,11.9897487668014,0.869573249800525
met-d-Citrate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-d-Citrate,MR Egger,26,0.0349536480938992,0.21564515891560398,0.872592909215399
met-a-341,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-a-341,MR Egger,6,-1.64175093189318,9.64210288237862,0.873063753186511
met-d-Ala,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-d-Ala,Simple mode,32,-0.0931817075517016,0.582455028276209,0.873933966857084
met-d-Lactate,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Lactate || id:met-d-Lactate,Simple mode,12,-0.16791989437749802,1.08004194136095,0.879262938857895
met-a-356,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrulline || id:met-a-356,Simple mode,3,0.31934415467071503,1.87854730230164,0.8806543244669391
met-d-Lactate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Lactate || id:met-d-Lactate,MR Egger,8,0.248450147146281,1.6209765053835499,0.88320875494255
met-d-Ala,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-d-Ala,Weighted mode,25,0.0287359124421065,0.19661107871062197,0.885018847320127
met-a-573,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Isobutyrylcarnitine || id:met-a-573,Simple mode,3,0.147406281614615,0.9565528817821669,0.891674957826351
met-c-940,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Valine || id:met-c-940,Weighted median,5,0.0414850500908701,0.305322629048817,0.8919218136876049
met-a-467,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Hexanoylcarnitine || id:met-a-467,Weighted median,4,-0.0917199380100586,0.686799143666195,0.8937608278533891
met-a-341,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-a-341,Simple mode,6,0.398162752312636,3.0068961717555203,0.899818672301165
met-d-Gly,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glycine || id:met-d-Gly,MR Egger,33,0.011009898663702,0.0872158183221173,0.900359211307223
met-d-Tyr,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-d-Tyr,Simple mode,31,0.0618352954825214,0.504077338515872,0.9031863274535871
met-a-356,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrulline || id:met-a-356,Weighted median,3,0.165960415453963,1.4005610065846898,0.90567492542473
met-c-850,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Creatinine || id:met-c-850,MR Egger,6,0.19630634316599105,1.59563866739218,0.9080196881057749
met-a-573,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Isobutyrylcarnitine || id:met-a-573,Weighted mode,3,-0.106949079264719,0.8749722266159169,0.9138903810366898
met-c-850,ieu-b-18,multiple sclerosis || id:ieu-b-18,Creatinine || id:met-c-850,Simple mode,4,-0.0295159553275182,0.263083106943388,0.9177565220418079
met-a-360,ieu-b-18,multiple sclerosis || id:ieu-b-18,Gamma-glutamyltyrosine || id:met-a-360,MR Egger,3,-4.2840148886747595,34.238336814067104,0.920755843284551
met-a-379,ieu-b-18,multiple sclerosis || id:ieu-b-18,Carnitine || id:met-a-379,Inverse variance weighted,16,-0.0887916215052879,0.9048547635111011,0.921830624834371
met-d-Citrate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-d-Citrate,Inverse variance weighted,26,-0.0093866089756428,0.102611824055684,0.9271136804695881
met-a-304,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tryptophan || id:met-a-304,MR Egger,18,2.45071733347742,27.7834601449033,0.930806143429396
met-c-850,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Creatinine || id:met-c-850,Simple mode,6,0.0411857968309732,0.45889169227331,0.9319697204438641
met-c-938,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-c-938,Weighted median,4,0.0278677603726686,0.329898601574526,0.9326798007032521
met-c-849,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-c-849,Simple mode,4,0.0140458347022859,0.158043628079888,0.934783286186694
met-a-573,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Isobutyrylcarnitine || id:met-a-573,MR Egger,3,-0.16536233882781698,1.61724422079633,0.9351314148812242
met-a-341,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-a-341,Weighted mode,6,0.22150780148613897,2.75776380732621,0.9390973846002092
met-a-356,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrulline || id:met-a-356,Inverse variance weighted,3,-0.0737295965329099,1.14521389645926,0.9486671499914169
met-a-360,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Gamma-glutamyltyrosine || id:met-a-360,Weighted median,5,0.17322073511126398,2.7993313130902004,0.950658931345002
met-d-Val,ieu-b-18,multiple sclerosis || id:ieu-b-18,Valine || id:met-d-Val,Simple mode,14,-0.0159713116322022,0.25903967184120896,0.951774747612318
met-a-360,ieu-b-18,multiple sclerosis || id:ieu-b-18,Gamma-glutamyltyrosine || id:met-a-360,Weighted mode,3,0.0743441475195901,1.38371988417418,0.962036135387198
met-c-840,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-c-840,Inverse variance weighted,4,0.0052302247265511,0.11150873093817301,0.9625896027581601
met-a-360,ieu-b-18,multiple sclerosis || id:ieu-b-18,Gamma-glutamyltyrosine || id:met-a-360,Simple mode,3,0.0661704887369385,1.3641269273668,0.9657201241178991
met-c-860,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-c-860,MR Egger,5,-0.0348331220075647,0.7907526727900659,0.967632137594119
met-a-360,ieu-b-18,multiple sclerosis || id:ieu-b-18,Gamma-glutamyltyrosine || id:met-a-360,Weighted median,3,0.0322060287041501,1.1314517651396698,0.977291808373192
met-d-His,ieu-b-18,multiple sclerosis || id:ieu-b-18,Histidine || id:met-d-His,Simple mode,11,0.0058001045070266,0.29622449502321196,0.9847635106874859
met-a-325,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-a-325,Inverse variance weighted,3,-0.0264806680987443,1.59495611756468,0.98675352546783
met-d-Lactate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Lactate || id:met-d-Lactate,Weighted median,8,0.002561859085276,0.28705984715592,0.992879391883149
met-c-938,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-c-938,Inverse variance weighted,4,-0.0007889283719658,0.26756614672151396,0.997647412188755
